epoch,train_loss,val_loss,train_roc_auc,train_auprc,train_f1,val_roc_auc,val_auprc,val_sensitivity,val_specificity,val_f1,lr,epoch_time
1,0.5312283887841557,0.3215336890409724,0.6947553027215707,0.6744423836124455,0.6923178632817665,0.8127893916880911,0.42877321401806445,0.946949602122016,0.40484429065743943,0.4043035107587769,0.0,132.02435064315796
