epoch,train_loss,val_loss,train_roc_auc,train_auprc,train_f1,val_roc_auc,val_auprc,val_sensitivity,val_specificity,val_f1,lr,epoch_time
1,0.506878290415734,0.1169732601551865,0.6958325476028032,0.6681351731501652,0.6961262185736276,0.8367884373947393,0.5218219431651947,0.952212389380531,0.4090734332948866,0.4075757575757576,0.0,120.54538798332214
