fold,test_loss,best_epoch,checkpoint_path,roc_auc,auprc,accuracy,precision,recall,sensitivity,f1,specificity,tn,fp,fn,tp
0,0.31696010490865595,1,outputs/outputs/results/cv_results/fold_0/checkpoints/fold_0_best.pt,0.8096915666421177,0.4196200080038185,0.5033949155218695,0.2581032412965186,0.9513274336283186,0.9513274336283186,0.4060434372049103,0.4061118585431482,2113,3090,55,1075
1,0.11423051264798793,1,outputs/outputs/results/cv_results/fold_1/checkpoints/fold_1_best.pt,0.8380407657940171,0.5202921867372492,0.5089215221853782,0.2619677652152995,0.9628647214854111,0.9628647214854111,0.4118759455370651,0.4102268358323722,2134,3068,42,1089
