roc_auc,auprc,f1,sensitivity,specificity,accuracy
0.8239 ± 0.0200,0.4700 ± 0.0712,0.4090 ± 0.0041,0.9571 ± 0.0082,0.4082 ± 0.0029,0.5062 ± 0.0039
