experiment_name,epoch,train_loss,val_loss,train_roc_auc,train_auprc,train_accuracy,train_f1,val_roc_auc,val_auprc,val_accuracy,val_precision,val_recall_sensitivity,val_specificity,val_f1,lr,epoch_seconds,improved
convnext_tiny_cb_focal,1,0.13391797520788812,0.10303324862530357,0.6056218025411171,0.2388293235866537,0.7109582087868704,0.294757121232971,0.7508217918700477,0.3717931487310688,0.8102631578947368,0.44611528822055135,0.26253687315634217,0.9292120435618193,0.3305478180129991,0.00029815325108927063,94.71743631362915,True
convnext_tiny_cb_focal,2,0.10396310978684488,0.09825445675536205,0.7197061704572636,0.349920751086836,0.7568665049912583,0.40348692403486924,0.7678349386502488,0.411251216866968,0.7860526315789473,0.41011984021304926,0.45427728613569324,0.8581037796284433,0.4310706787963611,0.00029265847744427303,93.96177124977112,True
convnext_tiny_cb_focal,3,0.1003959002112463,0.10128860999094813,0.7454337614358186,0.4022992444569274,0.7596300265072472,0.42264968843131945,0.7727056912689279,0.4501130888119505,0.8342105263157895,0.5888888888888889,0.2345132743362832,0.964445868033312,0.33544303797468356,0.0002836509786282552,94.5320827960968,True
convnext_tiny_cb_focal,4,0.0987118858467752,0.09514572805479952,0.7571012836135051,0.4149164449476375,0.7743500084597598,0.44096688556657815,0.7845544702265208,0.4653821192697681,0.7576315789473684,0.3869767441860465,0.6135693215339233,0.7889173606662396,0.47461494580718766,0.0002713525491562421,94.39143466949463,True
convnext_tiny_cb_focal,5,0.0966416414696636,0.10180709525158531,0.7702609297767495,0.4424706799887904,0.7828661666008685,0.45296959363455525,0.7626481304057795,0.43881672894834023,0.8281578947368421,0.5394321766561514,0.252212389380531,0.9532351057014734,0.3437185929648241,0.0002560660171779821,94.65536141395569,False
convnext_tiny_cb_focal,6,0.09657847523768268,0.09313791530696969,0.7696456774790681,0.45571464066302325,0.7899723647848401,0.45919256462387453,0.784744623274922,0.4785822732535199,0.7926315789473685,0.43209876543209874,0.5162241887905604,0.8526585522101218,0.47043010752688175,0.000238167787843871,94.15188360214233,True
convnext_tiny_cb_focal,7,0.09538250424206933,0.0929113099763268,0.7761209525600165,0.46214819992789,0.7908747391574079,0.4627644161112721,0.7920098870136569,0.48667787226101245,0.7807894736842105,0.41711229946524064,0.5752212389380531,0.8254324151185137,0.48357098574085555,0.00021809857496093204,94.20223116874695,True
convnext_tiny_cb_focal,8,0.09426903620292529,0.09171860650966042,0.7812379927564566,0.474153126013361,0.7917771135299757,0.46709006928406466,0.7978599868853451,0.4849073459410216,0.8236842105263158,0.5068259385665529,0.43805309734513276,0.907431133888533,0.4699367088607595,0.00019635254915624216,94.39522385597229,True
convnext_tiny_cb_focal,9,0.09288219546503265,0.08965557448173823,0.7891534973268806,0.4875973500167574,0.7986013197225199,0.4741569724635547,0.8076855846509404,0.5144346355155707,0.7873684210526316,0.4288840262582057,0.5781710914454278,0.8327994875080077,0.49246231155778897,0.00017346516975603468,94.39427018165588,True
convnext_tiny_cb_focal,10,0.09167642271747381,0.08989851159484763,0.7954680252485266,0.5128631790348975,0.8057075179064914,0.49345684458167915,0.8009005459400317,0.5088597899129645,0.8063157894736842,0.46365914786967416,0.5457227138643068,0.8629083920563742,0.5013550135501355,0.00015000000000000001,94.87237024307251,False
