experiment_name,epoch,train_loss,val_loss,train_roc_auc,train_auprc,train_accuracy,train_f1,val_roc_auc,val_auprc,val_accuracy,val_precision,val_recall_sensitivity,val_specificity,val_f1,lr,epoch_seconds,improved
convnext_tiny_focal,1,0.05538766120347898,0.03875493879380979,0.6386094942422699,0.27242041935088673,0.8174947831481586,0.01641337386018237,0.7736538581462984,0.45959361940025467,0.8215789473684211,0.0,0.0,1.0,0.0,0.00029815325108927063,101.44176864624023,True
convnext_tiny_focal,2,0.03994653582250223,0.03718981240925036,0.7462096090911003,0.41875998669315445,0.8242061925441317,0.05114155251141553,0.7990214558778788,0.4979310733375844,0.8221052631578948,1.0,0.0029498525073746312,1.0,0.0058823529411764705,0.00029265847744427303,102.35858583450317,True
convnext_tiny_focal,3,0.038755656896909844,0.03933558841284953,0.7686995950581174,0.46019117180544733,0.8305792115503919,0.12572759022118743,0.782374914726397,0.4534029363641888,0.8215789473684211,0.0,0.0,1.0,0.0,0.0002836509786282552,101.57456254959106,False
convnext_tiny_focal,4,0.037909491975025356,0.03677415154482189,0.7822302337377548,0.4833256650535774,0.8310303987366758,0.12551079976649154,0.8031660836881283,0.510098001201186,0.8289473684210527,0.868421052631579,0.048672566371681415,0.9983984625240231,0.09217877094972067,0.0002713525491562421,101.74226951599121,True
convnext_tiny_focal,5,0.036837026844955954,0.036950738335910595,0.7963293806338761,0.5191340323353769,0.8372342225480797,0.19788771539744301,0.8231319175553073,0.5444616586222971,0.8407894736842105,0.8613861386138614,0.12831858407079647,0.9955156950672646,0.2233632862644416,0.0002560660171779821,102.21101307868958,True
convnext_tiny_focal,6,0.03636091592380806,0.03605239447794462,0.8023961898640269,0.5353209320529575,0.8394901584794991,0.2116343490304709,0.8251640749160492,0.5683769321650044,0.8328947368421052,0.9056603773584906,0.07079646017699115,0.9983984625240231,0.13132694938440492,0.000238167787843871,101.45054745674133,True
convnext_tiny_focal,7,0.035724601980380064,0.036649068829260376,0.8149931071184373,0.5486785434789848,0.840618126445209,0.22660098522167488,0.834512518448389,0.5951304794855178,0.855,0.7953488372093023,0.252212389380531,0.985906470211403,0.3829787234042553,0.00021809857496093204,101.00006604194641,True
convnext_tiny_focal,8,0.0344318911150845,0.034346998043750465,0.8291295104893892,0.5881591556747149,0.8468783486548982,0.2845849802371542,0.8452832122967843,0.5985720406728009,0.8407894736842105,0.9620253164556962,0.11209439528023599,0.9990390775144138,0.20079260237780713,0.00019635254915624216,101.24862885475159,True
convnext_tiny_focal,9,0.033924633673733176,0.03327334143613514,0.8383495338278166,0.5964760222253381,0.847442332637753,0.2883451723230729,0.8538426978394835,0.6197623049805492,0.8521052631578947,0.8866666666666667,0.19616519174041297,0.9945547725816785,0.321256038647343,0.00017346516975603468,101.72911834716797,True
convnext_tiny_focal,10,0.033055551295516884,0.03561383457560288,0.8470399969292685,0.6242994951308161,0.8533077660594439,0.33461243284727554,0.8444106342088404,0.5870820313378171,0.8410526315789474,0.9512195121951219,0.11504424778761062,0.9987187700192185,0.20526315789473684,0.00015000000000000001,101.0502598285675,False
