threshold,sensitivity,specificity,precision,recall,f1,accuracy,roc_auc,auprc,tp,tn,fp,fn
0.42,0.9920424403183024,0.2502883506343714,0.22341696535244923,0.9920424403183024,0.36470014627011216,0.38275698720985313,0.8380407657940171,0.5202921867372492,1122,1302,3900,9
0.43,0.9893899204244032,0.26047673971549407,0.225332259363673,0.9893899204244032,0.3670657700508447,0.390652139586294,0.8380407657940171,0.5202921867372492,1119,1355,3847,12
0.44,0.9893899204244032,0.27258746635909264,0.22822761574546196,0.9893899204244032,0.37089824328803445,0.40060003158060953,0.8380407657940171,0.5202921867372492,1119,1418,3784,12
0.45,0.9876215738284704,0.289119569396386,0.23198338525441328,0.9876215738284704,0.3757147662293979,0.41386388757303016,0.8380407657940171,0.5202921867372492,1117,1504,3698,14
0.46,0.9840848806366048,0.304882737408689,0.23535631211672658,0.9840848806366048,0.3798634812286689,0.4261803252802779,0.8380407657940171,0.5202921867372492,1113,1586,3616,18
0.47000000000000003,0.9796640141467727,0.32679738562091504,0.2403470715835141,0.9796640141467727,0.3859954711722696,0.443391757460919,0.8380407657940171,0.5202921867372492,1108,1700,3502,23
0.48,0.9734748010610079,0.3481353325643983,0.24510240427426536,0.9734748010610079,0.3916059043215365,0.459813674403916,0.8380407657940171,0.5202921867372492,1101,1811,3391,30
0.49,0.9708222811671088,0.3762014609765475,0.2528206309002993,0.9708222811671088,0.4011691633175009,0.48239381020053684,0.8380407657940171,0.5202921867372492,1098,1957,3245,33
0.5,0.9628647214854111,0.4102268358323722,0.2619677652152995,0.9628647214854111,0.4118759455370651,0.5089215221853782,0.8380407657940171,0.5202921867372492,1089,2134,3068,42
0.51,0.9540229885057471,0.44329104190695884,0.27144654088050313,0.9540229885057471,0.4226400313356835,0.5345018158850465,0.8380407657940171,0.5202921867372492,1079,2306,2896,52
0.52,0.9389920424403183,0.47808535178777395,0.2811755361397935,0.9389920424403183,0.43276283618581907,0.5603979156797726,0.8380407657940171,0.5202921867372492,1062,2487,2715,69
0.53,0.9177718832891246,0.5132641291810842,0.2907563025210084,0.9177718832891246,0.4416081684747926,0.5855045002368545,0.8380407657940171,0.5202921867372492,1038,2670,2532,93
0.54,0.8983200707338639,0.5490196078431373,0.30220107079119574,0.8983200707338639,0.45225906966392165,0.6114006000315806,0.8380407657940171,0.5202921867372492,1016,2856,2346,115
0.55,0.8762157382847038,0.5903498654363706,0.31742472773862906,0.8762157382847038,0.4660239830707736,0.6414021790620559,0.8380407657940171,0.5202921867372492,991,3071,2131,140
0.56,0.8541114058355438,0.6311034217608612,0.33483535528596187,0.8541114058355438,0.4810756972111554,0.6709300489499447,0.8380407657940171,0.5202921867372492,966,3283,1919,165
0.5700000000000001,0.8258178603006189,0.6670511341791618,0.350337584396099,0.8258178603006189,0.49196734263892544,0.6954050213169114,0.8380407657940171,0.5202921867372492,934,3470,1732,197
0.58,0.8037135278514589,0.6980007689350249,0.3665322580645161,0.8037135278514589,0.5034616449736915,0.7168798357808306,0.8380407657940171,0.5202921867372492,909,3631,1571,222
0.59,0.7789566755083996,0.735678585159554,0.3905141843971631,0.7789566755083996,0.5202243873634484,0.7434075477656719,0.8380407657940171,0.5202921867372492,881,3827,1375,250
0.6,0.7515473032714411,0.7664359861591695,0.4116222760290557,0.7515473032714411,0.5319148936170213,0.7637770408968894,0.8380407657940171,0.5202921867372492,850,3987,1215,281
0.61,0.7170645446507515,0.7971933871587851,0.43461950696677387,0.7170645446507515,0.5412078745412079,0.7828833096478762,0.8380407657940171,0.5202921867372492,811,4147,1055,320
0.62,0.6861184792219275,0.8204536716647444,0.45380116959064326,0.6861184792219275,0.5462865188313974,0.7964629717353545,0.8380407657940171,0.5202921867372492,776,4268,934,355
0.63,0.6463306808134395,0.8471741637831603,0.47903014416775885,0.6463306808134395,0.5502446368084306,0.8113058582030633,0.8380407657940171,0.5202921867372492,731,4407,795,400
0.64,0.601237842617153,0.8698577470203768,0.501105379513633,0.601237842617153,0.5466237942122186,0.8218853623874941,0.8380407657940171,0.5202921867372492,680,4525,677,451
0.65,0.5641025641025641,0.8888888888888888,0.524671052631579,0.5641025641025641,0.5436727737537281,0.8308858360966367,0.8380407657940171,0.5202921867372492,638,4624,578,493
0.66,0.5163572060123784,0.9034986543637062,0.5377532228360957,0.5163572060123784,0.5268380694632386,0.8343597031422706,0.8380407657940171,0.5202921867372492,584,4700,502,547
0.67,0.47745358090185674,0.9181084198385236,0.5590062111801242,0.47745358090185674,0.5150214592274678,0.8394126006631928,0.8380407657940171,0.5202921867372492,540,4776,426,591
0.68,0.4332449160035367,0.9309880815071127,0.5771495877502945,0.4332449160035367,0.494949494949495,0.8420969524711827,0.8380407657940171,0.5202921867372492,490,4843,359,641
0.6900000000000001,0.39964633068081346,0.9400230680507498,0.5916230366492147,0.39964633068081346,0.47704485488126647,0.843518079898942,0.8380407657940171,0.5202921867372492,452,4890,312,679
0.7000000000000001,0.3563218390804598,0.9473279507881583,0.5952732644017725,0.3563218390804598,0.44579646017699115,0.8417811463761251,0.8380407657940171,0.5202921867372492,403,4928,274,728
0.71,0.3209549071618037,0.954248366013072,0.6039933444259568,0.3209549071618037,0.41916859122401845,0.8411495341860098,0.8380407657940171,0.5202921867372492,363,4964,238,768
0.72,0.28824049513704686,0.9611687812379854,0.6174242424242424,0.28824049513704686,0.39300783604581074,0.840991631138481,0.8380407657940171,0.5202921867372492,326,5000,202,805
0.73,0.2749778956675508,0.967128027681661,0.6452282157676349,0.2749778956675508,0.38561686298822073,0.843518079898942,0.8380407657940171,0.5202921867372492,311,5031,171,820
0.74,0.2537577365163572,0.9707804690503652,0.6537585421412301,0.2537577365163572,0.36560509554140125,0.842728564661298,0.8380407657940171,0.5202921867372492,287,5050,152,844
0.75,0.22988505747126436,0.9748173779315648,0.6649616368286445,0.22988505747126436,0.3416557161629435,0.8417811463761251,0.8380407657940171,0.5202921867372492,260,5071,131,871
0.76,0.20778072502210435,0.9790465205690119,0.6831395348837209,0.20778072502210435,0.31864406779661014,0.8413074372335386,0.8380407657940171,0.5202921867372492,235,5093,109,896
0.77,0.1909814323607427,0.9826989619377162,0.7058823529411765,0.1909814323607427,0.30062630480167013,0.8413074372335386,0.8380407657940171,0.5202921867372492,216,5112,90,915
0.78,0.17595048629531387,0.985198000768935,0.7210144927536232,0.17595048629531387,0.2828713574982232,0.8406758250434233,0.8380407657940171,0.5202921867372492,199,5125,77,932
0.79,0.16445623342175067,0.986159169550173,0.7209302325581395,0.16445623342175067,0.2678185745140389,0.8394126006631928,0.8380407657940171,0.5202921867372492,186,5130,72,945
0.8,0.15119363395225463,0.9876970396001538,0.7276595744680852,0.15119363395225463,0.25036603221083453,0.8383072793304911,0.8380407657940171,0.5202921867372492,171,5138,64,960
0.81,0.13793103448275862,0.9888504421376394,0.7289719626168224,0.13793103448275862,0.2319702602230483,0.8368861519027317,0.8380407657940171,0.5202921867372492,156,5144,58,975
0.8200000000000001,0.1282051282051282,0.9898116109188774,0.7323232323232324,0.1282051282051282,0.218209179834462,0.8359387336175588,0.8380407657940171,0.5202921867372492,145,5149,53,986
0.8300000000000001,0.11317418213969938,0.9907727797001153,0.7272727272727273,0.11317418213969938,0.19586840091813312,0.834043897047213,0.8380407657940171,0.5202921867372492,128,5154,48,1003
0.84,0.10079575596816977,0.9911572472126106,0.7125,0.10079575596816977,0.17660728117738186,0.8321490604768672,0.8380407657940171,0.5202921867372492,114,5156,46,1017
0.85,0.08576480990274093,0.9913494809688581,0.6830985915492958,0.08576480990274093,0.15239591516103693,0.8296226117164062,0.8380407657940171,0.5202921867372492,97,5157,45,1034
0.86,0.07869142351900972,0.9921184159938485,0.6846153846153846,0.07869142351900972,0.14115781126090404,0.8289909995262909,0.8380407657940171,0.5202921867372492,89,5161,41,1042
0.87,0.06984969053934571,0.9923106497500961,0.6638655462184874,0.06984969053934571,0.1264,0.8275698720985315,0.8380407657940171,0.5202921867372492,79,5162,40,1052
0.88,0.060123784261715295,0.992887351018839,0.6476190476190476,0.060123784261715295,0.11003236245954692,0.826306647718301,0.8380407657940171,0.5202921867372492,68,5165,37,1063
0.89,0.053934571175950484,0.9932718185313341,0.6354166666666666,0.053934571175950484,0.09942950285248574,0.8255171324806568,0.8380407657940171,0.5202921867372492,61,5167,35,1070
0.9,0.04509283819628647,0.9936562860438293,0.6071428571428571,0.04509283819628647,0.08395061728395062,0.8242539081004263,0.8380407657940171,0.5202921867372492,51,5169,33,1080
0.91,0.03978779840848806,0.994232987312572,0.6,0.03978779840848806,0.07462686567164178,0.8237801989578399,0.8380407657940171,0.5202921867372492,45,5172,30,1086
0.92,0.03183023872679045,0.9950019223375625,0.5806451612903226,0.03183023872679045,0.06035205364626991,0.8229906837201958,0.8380407657940171,0.5202921867372492,36,5176,26,1095
0.93,0.026525198938992044,0.9955786236063052,0.5660377358490566,0.026525198938992044,0.05067567567567568,0.8225169745776093,0.8380407657940171,0.5202921867372492,30,5179,23,1101
0.9400000000000001,0.023872679045092837,0.9961553248750481,0.574468085106383,0.023872679045092837,0.04584040747028863,0.8225169745776093,0.8380407657940171,0.5202921867372492,27,5182,20,1104
0.9500000000000001,0.020335985853227233,0.9967320261437909,0.575,0.020335985853227233,0.03928266438941076,0.8223590715300805,0.8380407657940171,0.5202921867372492,23,5185,17,1108
0.96,0.01856763925729443,0.9971164936562861,0.5833333333333334,0.01856763925729443,0.03598971722365039,0.8223590715300805,0.8380407657940171,0.5202921867372492,21,5187,15,1110
0.97,0.015915119363395226,0.9973087274125336,0.5625,0.015915119363395226,0.030954428202923472,0.8220432654350229,0.8380407657940171,0.5202921867372492,18,5188,14,1113
0.98,0.01237842617152962,0.9984621299500193,0.6363636363636364,0.01237842617152962,0.024284475281873375,0.8223590715300805,0.8380407657940171,0.5202921867372492,14,5194,8,1117
0.99,0.00618921308576481,0.9986543637062668,0.5,0.00618921308576481,0.01222707423580786,0.8214116532449076,0.8380407657940171,0.5202921867372492,7,5195,7,1124
1.0,0.0,1.0,0.0,0.0,0.0,0.8214116532449076,0.8380407657940171,0.5202921867372492,0,5202,0,1131
